FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count,type,responsable,uf_code,stages
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d2,65062,Requalificação do adro da Basílica do Senhor do Bom Jesus de Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d3,65063,Requalificação urbanística da Alameda Cidade Matozinhos de Portugal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em obras,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d4,65064,Restauração e requalificação do edifício da Romaria,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d5,65065,Implantação do Parque da Romaria,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em obras,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d6,65066,Restauração do Cine Teatro Leon,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d7,65067,Restauração do Casarão do Museu da Imagem e Memória,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d8,65068,Restauração da antiga Câmara dos Vereadores,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,CONGONHAS,--,,Em execução,30 de Junho de 2016,POINT (-43.858 -20.5),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61d9,65069,Requalificação da Praça Dom Joaquim (adro da Igreja de N. S. do Rosário),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_61da,65070,Restauração do Casarão do Museu de Arte Sacra de Diamantina,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61db,65071,Requalificação da Praça JK,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em obras,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61dc,65073,Requalificação urbanística do Largo Dom João e Praça Sagrado Coração de Jesus,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61dd,65074,Restauração da Igreja de N. S. do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61de,65075,Restauração do sobrado da Antiga Intendência (antiga prefeitura),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61df,65076,Restauração do Casarão dos Orlandi - Escola de arte e orquestra sinfônica,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e0,65077,Restauração da Igreja do Amparo e Igreja de N. S. da Luz,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e1,65078,Restauração do Sobrado da Secretaria de Cultura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e2,65079,Restauração do Casarão do antigo Hotel Roberto - Secretaria de Educação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e3,65080,Restauração do Casarão do Museu do Diamante,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,,Em execução,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e4,65081,Implantação do Parque Municipal Serra dos Cristais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,DIAMANTINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2016,POINT (-43.6 -18.249),0,3,4,17,6
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e5,65082,Restauração da Catedral da Sé de N. S. da Assunção e da Casa Capitular - Museu de Arte Sacra,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em obras,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e6,65083,Restauração da Igreja de São Francisco de Assis e da Casa do Conde de Assumar -  Museu do Imaginário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e7,65084,Restauração do Casarão dos Morais,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e8,65085,Restauração da Capela de Santo Antônio e requalificação do Largo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61e9,65086,Restauração da Capela de Nossa Senhora da  Boa Morte e do Centro Cultural do ICHS/UFOP,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ea,65087,Restauração da Igreja de Nossa Senhora do Rosário dos Pretos e implantação do Museu Vieira Servas,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61eb,65088,Restauração da Antiga Casa de Câmara e Cadeia - Câmara de Vereadores,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ec,65089,Restauração do Sobrado da Rua Direita- 61/65 - Implantação do Museu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ed,65090,Requalificação da Antiga Prefeitura - Centro Cultural/ Artesanato,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ee,65091,Restauração da Igreja Matriz de Nossa Senhora da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ef,65092,Restauração da Igreja de São Caetano,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f0,65093,Restauração da Igreja Matriz de Bom Jesus do Monte,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f1,65094,Restauração da Igreja de Santana,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f2,65095,Restauração da Igreja Nossa Senhora das Mercês,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f3,65096,Restauração da Capela de N. S. Rainha dos Anjos/Arquiconfraria de São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,MARIANA,--,,Em execução,30 de Junho de 2016,POINT (-43.416 -20.378),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f4,65097,Restauração do Sobrado da Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f5,65098,Restauração do Teatro Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f6,65099,Restauração da Capela Santo Antonio Pompéu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f7,65100,Restauração do Casarão do Museu do Ouro e anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f8,65101,Requalificação urbanística da R. Dom Pedro II,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61f9,65102,Restauração do Casarão do Conselho de Arte,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61fa,65103,Restauração da Igreja de S. Francisco e requalificação do Largo S. Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61fb,65104,Restauração da Igreja N. S. Rosário e requalificação do Largo do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61fc,65105,Restauração da Capela do Pilar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SABARÁ,--,,Em execução,30 de Junho de 2016,POINT (-43.807 -19.886),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61fd,65106,Requalificação da Praça Expedicionários e Chafariz,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,,Em obras,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_61fe,65107,Restauração da Igreja Matriz N. S. do Pilar,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_61ff,65108,Restauração da Antiga Casa de Câmara e Cadeia – Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6200,65109,Reforma da Biblioteca Municipal Baptista Caetano de Almeida,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6201,65110,Restauração do Casarão de Bárbara Eliodora e acervo do museu Thomé Pontes del-Rei,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6202,65111,Restauração das Pontes de Pedra da Cadeia e do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6203,65112,Restauração da casa do Barão de São João Del Rei – Antiga sede da Superintendência Estadual de Ensino,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6204,65113,Restauração da Pontes de Ferro do Teatro e da Estação,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SÃO JOÃO DEL REI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6205,65114,Restauração da Igreja de São Gonçalo do Amarante,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6206,65115,Restauração da Igreja do Senhor dos Montes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6207,65116,Restauração da Igreja do Senhor do Bonfim,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6208,65117,Restauração da Igreja N. S. do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6209,65118,Restauração da Igreja de São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620a,65119,Restauração da Igreja de N. S. Do Carmo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620b,65120,Restauração do Complexo Ferroviário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SÃO JOÃO DEL REI,--,,Em execução,30 de Junho de 2016,POINT (-44.262 -21.136),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620c,65121,Requalificação Arquitetonica do Clube Ivituruy - implantação do Centro Cultural de Serro e Centro Administrativo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620d,65122,Requalificação urbanística do adro e escadaria da Igreja de Santa Rita e Praça Doutor João Pinheiro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620e,65123,Requalificação urbanística  dos eixos Quatro Vinténs/Lucas e Matriz - Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_620f,65124,Etapa final da restauração da Chacara do Barão do Serro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6210,65125,Restauração da Igreja de Santa Rita,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6211,65126,Restauração da Igreja de Nossa Senhora do Rosario- Requalificação urbanistica de seu Adro- Praça frontal e entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6212,65127,Implantação do Mercado Municipal do Serro,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6213,65128,Implantação do Museu Sacro  na Igreja do Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6214,65129,Pintura das Igrejas  de N. Sra. Carmo e  Bom Jesus de Matozinhos e manutenção dos adros,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6215,65130,Restauração da Igreja Matriz de Nossa Senhora da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6216,65131,Restauração do Casarão do Museu Casa dos Ottoni - anexo e acessibilidade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,SERRO,--,,Em execução,30 de Junho de 2016,POINT (-43.379 -18.605),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6217,65132,Restauração dos Chafarizes do Centro Histórico,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Concluído,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,3
cidadeshistoricas.fid--370298aa_15b3a2610e3_6218,65133,Restauração de 9 edificações - Capela das Dores- Capela do Bom Jesus das Flores- Igreja de N. S. do Rosário- Capela do Senhor do Bonfim e 5 Passos da Paixão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6219,65134,Restauração da Capela de São João,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_621a,65135,Restauração da Capela de São Sebastião,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_621b,65136,Restauração da Igreja Matriz de São Bartolomeu,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_621c,65137,Restauração da Igreja Matriz de Santo Antônio (Glaura),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,6
cidadeshistoricas.fid--370298aa_15b3a2610e3_621d,65138,Restauração da Igreja de São Francisco de Paula,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_621e,65139,Restauração da Igreja de São Francisco de Assis,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_621f,65140,Restauração da Igreja Matriz de N. S. da Conceição,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,OURO PRETO,--,,Em obras,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6220,65141,Requalificação urbanística do entorno da Capela do Padre Faria (N. S. do Rosário dos Pretos),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6221,65142,Restauração da Capela de N. S. Piedade,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6222,65143,Restauração da Capela de Santana,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6223,65144,Restauração da Igreja de Nossa Senhora das Mercês e Misericórdia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6224,65145,Instalação de Segurança eletrônica em Bens Protegidos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,OURO PRETO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,1
cidadeshistoricas.fid--370298aa_15b3a2610e3_6225,65146,Restauração da Igreja de Bom Jesus de Matozinhos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,OURO PRETO,--,,Em execução,30 de Junho de 2016,POINT (-43.508 -20.288),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6226,65147,Restauração Antiga Hospedaria - instalação da Escola Livre de Artes / FMC e  MINC,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,,Em execução,30 de Junho de 2016,POINT (-43.956 -19.817),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6227,65148,Restauração do Museu de Arte da Pampulha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,,Em execução,30 de Junho de 2016,POINT (-43.956 -19.817),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_6228,65149,Restauração da Casa do Conde de Santa Marinha e do Galpão da antiga oficina - Casa do Patrimônio - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,BELO HORIZONTE,--,,Em obras,30 de Junho de 2016,POINT (-43.956 -19.817),0,3,4,17,2
cidadeshistoricas.fid--370298aa_15b3a2610e3_6229,65150,Restauração da Igreja de São Francisco de Assis - Igreja da Pampulha,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MG,BELO HORIZONTE,--,,Em execução,30 de Junho de 2016,POINT (-43.956 -19.817),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_622a,65151,Restauração de 3 casas da RFFSA para o MAO - Museu de Artes e Ofícios,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,BELO HORIZONTE,--,,Em execução,30 de Junho de 2016,POINT (-43.956 -19.817),0,3,4,17,4
cidadeshistoricas.fid--370298aa_15b3a2610e3_622b,65152,Restauração do prédio da Antiga Prefeitura,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,MS,CORUMBÁ,--,,Em execução,30 de Junho de 2016,POINT (-57.653 -19.009),0,3,4,20,4
